zpid,street,city,state,zipcode,price,sold,soldTime,priceSqft,latitude,longitude,numBedrooms,numBathrooms,sqft
112086128,13616 31st Rd APT 5B, FLUSHING ,NY ,11354,-1,559000,10/26/2016,750 ,40.76939,-73.831769,2,2,745
112086131,13708 31st Rd APT 3E, FLUSHING ,NY ,11354,-1,520000,03/24/2017,437 ,40.769499,-73.831158,-1,-1,1188
112086137,13235 41st Rd APT 6B, Flushing ,NY ,11355,-1,510000,08/09/2016,923 ,40.756259,-73.832435,1,1,552
112086139,13235 41st Rd # P-17, FLUSHING ,NY ,11355,-1,70000,09/08/2016,457 ,40.756331,-73.832612,-1,-1,153
112086147,4026 College Point Blvd APT 8I, FLUSHING ,NY ,11354,-1,625000,02/10/2016,714 ,40.75829,-73.8343,-1,-1,875
112086152,4026 College Point Blvd APT 10E, FLUSHING ,NY ,11354,-1,975000,06/21/2018,912 ,40.75829,-73.8343,2,2,1068
112086164,13236 Pople Ave APT 1B, FLUSHING ,NY ,11355,-1,509000,10/04/2018,1051 ,40.753291,-73.831199,1,1,484
112086170,13236 Pople Ave APT 2F, FLUSHING ,NY ,11355,-1,440000,06/29/2016,811 ,40.753291,-73.831199,-1,-1,542
112086175,13236 Pople Ave APT 4D, FLUSHING ,NY ,11355,-1,440000,01/05/2017,706 ,40.753291,-73.831199,1,1,623
112086178,13236 Pople Ave # P9, FLUSHING ,NY ,11355,-1,440000,06/29/2016,2875 ,40.753291,-73.831199,-1,-1,153
112086184,13212 Pople Ave # 5R, Flushing ,NY ,11355,-1,628000,11/04/2016,684 ,40.753014,-73.831948,2,2,917
112088445,13218 41st Ave APT 3B, FLUSHING ,NY ,11355,-1,395460,12/05/2016,621 ,40.756399,-73.83302,-1,-1,636
112088450,13218 41st Ave APT 4D, FLUSHING ,NY ,11355,-1,270000,08/30/2016,619 ,40.756399,-73.83302,-1,-1,436
112089581,1124 31st Ave APT 5C, Long Island City ,NY ,11106,-1,585000,03/07/2016,836 ,40.768668,-73.934553,1,1,699
112189975,519 Borden Ave APT 1B, LONG ISLAND CITY ,NY ,11101,-1,940000,10/20/2016,764 ,40.74183,-73.95688,-1,-1,1230
112331549,13708 31st Rd APT 2B, FLUSHING ,NY ,11354,-1,570000,09/10/2018,508 ,40.769499,-73.831158,2,2,1121
112334326,3135 31st St APT 407, Long Island City ,NY ,11106,-1,47000,11/07/2018,78 ,40.763325,-73.923887,-1,-1,601
112334401,4 Dartmouth St APT 47, Forest Hills ,NY ,11375,-1,615000,06/20/2017,603 ,40.719215,-73.84626,2,1,1019
112334779,9940 63rd Dr # LU3, Flushing ,NY ,11374,-1,500000,01/26/2018,63 ,40.73251,-73.85704,-1,-1,7860
112336314,16801 12th Ave APT 8C, Whitestone ,NY ,11357,-1,499000,11/01/2018,492 ,40.791952,-73.795956,2,1,1014
112336530,4112 41st St APT 1N, Sunnyside ,NY ,11104,-1,410000,06/01/2018,455 ,40.746785,-73.923008,1,1,900
112337173,21 Broome St # 3H, BROOKLYN ,NY ,11222,-1,865000,02/03/2016,924 ,40.722548,-73.946458,-1,-1,936
112497717,121 Kingsland Ave APT 4A, BROOKLYN ,NY ,11222,-1,640000,08/21/2018,1086 ,40.720684,-73.941135,1,1,589
112498023,900 Greene Ave # A, Brooklyn ,NY ,11221,-1,375000,08/14/2017,165 ,40.690372,-73.932017,-1,-1,2268
112498110,53 Java St # 32, BROOKLYN ,NY ,11222,-1,715000,06/14/2018,1149 ,40.731362,-73.959085,-1,-1,622
112498263,729 40th St # 1C, BROOKLYN ,NY ,11232,-1,445000,04/06/2018,733 ,40.647743,-73.999145,2,1,607
112498334,24 Walton St # 5B, BROOKLYN ,NY ,11206,-1,499000,03/06/2018,235 ,40.700804,-73.951181,-1,-1,2117
112498389,318 Knickerbocker Ave APT 3L, BROOKLYN ,NY ,11237,-1,665000,09/12/2018,835 ,40.701332,-73.923073,1,1,796
112499026,607 Manhattan Ave, BROOKLYN ,NY ,11222,-1,795000,02/26/2016,96 ,40.72327,-73.95081,-1,-1,8276
112499248,326 Melrose St APT 4B, BROOKLYN ,NY ,11237,-1,735000,12/30/2016,885 ,40.703143,-73.928214,1,1,830
112499559,235 Vernon Ave # A, Brooklyn ,NY ,11206,-1,600000,06/20/2016,416 ,40.695648,-73.942246,-1,-1,1440
112500227,158 India St APT 3, BROOKLYN ,NY ,11222,-1,725000,08/29/2018,1158 ,40.732203,-73.953577,1,1,626
112500760,269 Kingsland Ave APT 3A, BROOKLYN ,NY ,11222,-1,730000,01/12/2017,1038 ,40.725787,-73.941846,1,1,703
112500816,119 Pulaski St, BROOKLYN ,NY ,11206,-1,1.79M,09/12/2016,447 ,40.692907,-73.946562,9,6,4000
112501296,32 Walton St APT 5B, BROOKLYN ,NY ,11206,-1,550000,07/12/2017,314 ,40.70098,-73.950909,-1,-1,1747
112501542,412 Evergreen Ave, BROOKLYN ,NY ,11221,-1,4.50M,02/02/2016,2777 ,40.693145,-73.92238,-1,-1,1620
112501594,1140 Greene Ave, BROOKLYN ,NY ,11221,-1,300000,07/27/2018,359 ,40.693756,-73.923495,-1,1,834
112501689,318 Knickerbocker Ave APT 4A, BROOKLYN ,NY ,11237,-1,750000,07/22/2016,942 ,40.701332,-73.923073,1,1,796
112501905,318 Knickerbocker Ave APT 3K, BROOKLYN ,NY ,11237,-1,732250,05/19/2017,919 ,40.701332,-73.923073,1,1,796
112503176,318 Knickerbocker Ave APT 3F, BROOKLYN ,NY ,11237,-1,675000,05/15/2017,908 ,40.701332,-73.923073,1,1,743
112503466,794 Hart St APT 2B, BROOKLYN ,NY ,11237,-1,650000,09/07/2016,837 ,40.701147,-73.923273,1,1,776
112504009,206 Kent St, BROOKLYN ,NY ,11222,-1,915000,06/14/2017,105 ,40.730889,-73.952271,-1,1,8708
112504673,42 Walton St APT 4B, BROOKLYN ,NY ,11206,-1,570000,03/07/2018,218 ,40.7012,-73.950569,-1,-1,2604
112504851,318 Knickerbocker Ave APT 4J, BROOKLYN ,NY ,11237,-1,1.10M,10/24/2016,900 ,40.701332,-73.923073,2,2,1221
112505145,318 Knickerbocker Ave APT 4C, BROOKLYN ,NY ,11237,-1,1.20M,07/06/2016,982 ,40.701332,-73.923073,2,2,1221
112505260,34 Belvidere St, BROOKLYN ,NY ,11206,-1,1.24M,03/24/2016,206 ,40.698554,-73.936813,-1,-1,5985
112505528,21 Broome St # 2A, BROOKLYN ,NY ,11222,-1,925000,09/27/2017,949 ,40.722548,-73.946458,-1,-1,974
112506016,794 Hart St APT 1B, BROOKLYN ,NY ,11237,-1,940000,08/24/2018,865 ,40.701147,-73.923273,2,1,1086
112506621,171 Lorimer St # 3F, BROOKLYN ,NY ,11206,-1,775000,05/15/2018,478 ,40.704066,-73.948211,-1,-1,1619
112507060,605 Manhattan Ave APT 3, BROOKLYN ,NY ,11222,-1,715000,08/08/2017,980 ,40.723217,-73.95078,1,1,729
112507218,369 Harman St APT 1A, BROOKLYN ,NY ,11237,-1,560222,08/29/2018,597 ,40.70155,-73.917646,1,2,938
112507314,42 Walton St APT 1B, BROOKLYN ,NY ,11206,-1,995000,12/06/2018,220 ,40.7012,-73.950569,-1,-1,4516
112507600,115 Wallabout St APT 7R, BROOKLYN ,NY ,11206,-1,420000,11/06/2017,445 ,40.699982,-73.956275,-1,-1,943
112507802,1082 Hancock St, BROOKLYN ,NY ,11221,-1,999000,07/05/2016,333 ,40.688914,-73.914072,3,-1,3000
112507867,311 Hart St, BROOKLYN ,NY ,11206,-1,1.60M,10/07/2016,1000 ,40.694592,-73.938438,-1,-1,1600
112508064,832 Monroe St, BROOKLYN ,NY ,11221,-1,400000,11/28/2017,727 ,40.688426,-73.922817,-1,-1,550
112508159,32 Walton St APT 5A, BROOKLYN ,NY ,11206,-1,550000,07/13/2017,314 ,40.70098,-73.950909,-1,-1,1747
112508268,120 Pulaski St, Brooklyn ,NY ,11206,-1,525000,02/02/2017,80 ,40.692436,-73.946624,-1,-1,6517
112508315,318 Knickerbocker Ave APT 3D, Brooklyn ,NY ,11237,-1,720000,09/12/2016,904 ,40.701353,-73.922952,1,1,796
112508411,289 Kosciuszko St, BROOKLYN ,NY ,11221,-1,575000,09/26/2017,209 ,40.691765,-73.943466,6,2,2741
112508517,21 Broome St # 2H, BROOKLYN ,NY ,11222,-1,985000,07/27/2018,1052 ,40.722548,-73.946458,-1,-1,936
112508651,267 Kingsland Ave APT 3D, BROOKLYN ,NY ,11222,-1,675000,04/20/2016,1130 ,40.725717,-73.941835,1,1,597
112508675,32 Walton St APT 1A, BROOKLYN ,NY ,11206,-1,800000,06/09/2017,366 ,40.70098,-73.950909,-1,-1,2180
112509363,794 Hart St APT 4B, BROOKLYN ,NY ,11237,-1,999999,05/19/2017,874 ,40.701147,-73.923273,2,2,1143
112509422,1124 31st Ave APT 11C, Long Island City ,NY ,11106,-1,729000,05/10/2018,1042 ,40.768668,-73.934553,1,1,699
112509462,1245 118th St, Flushing ,NY ,11356,-1,1.06M,06/22/2018,883 ,40.786502,-73.84939,3,2.5,1200
112509701,519 Borden Ave APT 9L, Long Island City ,NY ,11101,-1,845000,05/10/2018,1163 ,40.74183,-73.95688,1,1,726
112509773,519 Borden Ave APT 1C, LONG ISLAND CITY ,NY ,11101,-1,775000,05/15/2018,1119 ,40.74183,-73.95688,1,1,692
112509806,9007 195th Pl, HOLLIS ,NY ,11423,-1,520000,05/15/2017,120 ,40.714463,-73.765134,3,2.5,4300
112509841,6434 Grand Central Pkwy APT 2E, Flushing ,NY ,11375,-1,650000,10/31/2018,711 ,40.732898,-73.845873,2,2,914
112509880,13708 31st Rd APT 6E, FLUSHING ,NY ,11354,-1,490000,11/02/2016,412 ,40.769499,-73.831158,-1,-1,1188
112509996,2311 21st Ave APT 3I, Long Island City ,NY ,11105,-1,640000,10/11/2016,1011 ,40.781505,-73.913029,1,1,633
112509999,1124 31st Ave, Long island city ,NY ,11106,-1,1.60M,10/12/2018,1265 ,40.76953,-73.93522,2,2,1264
112510010,3135 31st St APT 403, Long Island City ,NY ,11106,-1,880000,08/31/2017,922 ,40.763325,-73.923887,-1,-1,954
112510016,13338 Sanford Ave # 19D, Flushing ,NY ,11355,-1,987703,03/08/2016,728 ,40.755994,-73.829298,2,2,1356
112510037,10707 170th St, JAMAICA ,NY ,11433,-1,811000,11/19/2018,362 ,40.699784,-73.786415,8,5,2240
112510073,14105 Cherry Ave APT 3E, FLUSHING ,NY ,11355,-1,490000,10/23/2018,966 ,40.754951,-73.82158,1,1,507
112510089,13235 41st Rd APT 10B, FLUSHING ,NY ,11355,-1,997885,12/26/2017,854 ,40.756331,-73.832612,-1,-1,1168
112510097,1124 31st Ave APT 5E, Long Island City ,NY ,11106,-1,1.04M,03/06/2018,824 ,40.768668,-73.934553,2,2,1268
112510149,3135 31st St APT 606, Long Island City ,NY ,11106,-1,590000,12/26/2017,981 ,40.763325,-73.923887,-1,-1,601
112510203,16124 Baisley Blvd, Queens ,NY ,11434,-1,775000,04/02/2018,298 ,40.677456,-73.780392,6,3,2600
112510246,12006 141st St, Queens ,NY ,11436,-1,475000,07/24/2018,21590 ,40.675913,-73.800361,3,-1,22
112510263,519 Borden Ave APT 2G, LONG ISLAND CITY ,NY ,11101,-1,790000,12/05/2017,642 ,40.74183,-73.95688,-1,-1,1230
112510360,13236 Pople Ave APT 1A, FLUSHING ,NY ,11355,-1,592000,04/14/2016,668 ,40.753291,-73.831199,2,2,886
112510406,14105 Cherry Ave APT 4A, FLUSHING ,NY ,11355,-1,580000,01/22/2018,793 ,40.754951,-73.82158,-1,-1,731
112510463,3094 Crescent St APT 2A, Long Island City ,NY ,11102,-1,630000,09/26/2016,1016 ,40.766349,-73.926726,-1,-1,620
112510474,2311 21st Ave, Long island city ,NY ,11105,-1,530000,08/07/2017,569 ,40.78158,-73.91358,1,1,931
112510714,1124 31st Ave APT 9D, Long Island City ,NY ,11106,-1,710000,11/15/2017,1015 ,40.768668,-73.934553,1,1,699
112510770,13235 41st Rd APT 6E, FLUSHING ,NY ,11355,-1,470000,09/27/2016,907 ,40.756259,-73.832435,1,1,518
112510778,4129 220th Pl, Queens ,NY ,11361,-1,525000,10/26/2016,375 ,40.763638,-73.761694,4,3,1400
112510863,3138 137th St APT 7B, FLUSHING ,NY ,11354,-1,556886,02/08/2017,583 ,40.768459,-73.831387,2,2,955
112510994,4026 College Point Blvd APT 9C, Queens ,NY ,11354,-1,990000,07/15/2016,876 ,40.757122,-73.834611,2,2,1129
112511078,14320 Hoover Ave APT 206, JAMAICA ,NY ,11435,-1,420000,02/27/2018,525 ,40.71423,-73.8152,2,1,800
112511162,3135 31st St APT 608, Long Island City ,NY ,11106,-1,591000,09/08/2017,983 ,40.763325,-73.923887,1,1,601
112511191,4028 College Point Blvd PENTHOUSE 103, Queens ,NY ,11354,-1,1.20M,02/07/2017,1041 ,40.75829,-73.8343,2,2,1152
112511193,2311 21st Ave APT 2D, Long Island City ,NY ,11105,-1,840000,06/01/2018,1024 ,40.781505,-73.913029,2,2,820
112511267,2325 31st Ave APT 7C, Long Island City ,NY ,11106,-1,855000,11/08/2017,666 ,40.766556,-73.927389,-1,-1,1282
112511312,14809 Northern Blvd APT 1F, FLUSHING ,NY ,11354,-1,748413,10/27/2016,445 ,40.765656,-73.817864,4,2.5,1679
112511360,4028 College Point Blvd APT 1009, FLUSHING ,NY ,11354,-1,606800,06/19/2018,1213 ,40.75829,-73.8343,-1,1,500
112511377,1421 117th St, Flushing ,NY ,11356,-1,170000,03/10/2017,76 ,40.78518,-73.850116,-1,-1,2222
112511439,14320 Hoover Ave APT 201, JAMAICA ,NY ,11435,-1,405000,02/06/2018,669 ,40.71423,-73.8152,1,1,605
112511492,2311 21st Ave APT 3D, Long Island City ,NY ,11105,-1,530000,09/05/2017,1019 ,40.778194,-73.919113,1,1,520
112511531,4026 College Point Blvd APT 11E, FLUSHING ,NY ,11354,-1,900000,09/13/2016,855 ,40.75829,-73.8343,2,2,1052
112511560,3094 Crescent St APT 3C, Astoria ,NY ,11102,-1,600000,05/09/2017,950 ,40.766183,-73.926393,1,1,631
112511565,13212 Pople Ave APT 2F, FLUSHING ,NY ,11355,-1,110000,04/03/2017,211 ,40.753014,-73.831948,-1,-1,520
112511581,14320 Hoover Ave APT 503, JAMAICA ,NY ,11435,-1,528000,06/26/2018,640 ,40.71423,-73.8152,-1,-1,824
112511615,4026 College Point Blvd APT 17A, Queens ,NY ,11354,-1,755000,08/10/2016,943 ,40.75829,-73.8343,1,1,800
112511625,18859 120th Rd, Jamaica ,NY ,11412,-1,679000,03/29/2016,237 ,40.686686,-73.759047,-1,-1,2856
112511649,3135 31st St APT 408, Long Island City ,NY ,11106,-1,590000,12/01/2017,981 ,40.763325,-73.923887,-1,-1,601
112511754,18866 120th Rd, Jamaica ,NY ,11412,-1,699000,04/18/2016,244 ,40.686377,-73.758652,-1,-1,2856
112511857,13236 Pople Ave APT 5B, FLUSHING ,NY ,11355,-1,600000,08/25/2016,864 ,40.753291,-73.831199,2,2,694
112511866,10206 Brisbin St, JAMAICA ,NY ,11435,-1,2.45M,03/28/2017,272 ,40.694076,-73.808081,-1,4,9000
112511909,13708 31st Rd APT 6D, FLUSHING ,NY ,11354,-1,678000,01/03/2019,600 ,40.769499,-73.831158,2,2,1129
112511931,30-94 Crescent St APT 5A, Long Island City ,NY ,11102,-1,650000,10/09/2018,1051 ,40.766349,-73.926726,1,1,618
112511987,13338 Sanford Ave # 17B, Flushing ,NY ,11355,-1,806212,08/30/2018,732 ,40.755994,-73.829298,2,2,1100
112512003,4038 194th St APT 3C, FLUSHING ,NY ,11358,-1,597000,09/20/2016,689 ,40.760089,-73.788182,2,2,866
112512088,1202 37th Ave, LONG ISLAND CITY ,NY ,11101,-1,6.10M,03/10/2016,6455 ,40.759167,-73.93988,-1,-1,945
112512095,3094 Crescent St APT 7D, Long Island City ,NY ,11102,-1,695000,04/12/2017,1091 ,40.766349,-73.926726,1,1,637
112512174,1017 Jackson Ave APT 4A, LONG ISLAND CITY ,NY ,11101,-1,867000,10/04/2018,1152 ,40.74192,-73.95372,1,1,752
112512387,14809 Northern Blvd APT 3A, FLUSHING ,NY ,11354,-1,916425,03/06/2018,570 ,40.765656,-73.817864,4,2,1605
112512390,6434 Grand Central Pkwy APT 3E, Flushing ,NY ,11375,-1,555000,12/23/2016,584 ,40.732898,-73.845873,2,2,949
112512498,10812 155th St, JAMAICA ,NY ,11433,-1,660000,10/17/2017,220 ,40.693623,-73.797085,5,2,3000
112512533,3077 38th St APT 3B, Long Island City ,NY ,11103,-1,655000,12/18/2018,1115 ,40.762262,-73.917086,-1,-1,587
112512564,12410 5th Ave, Queens ,NY ,11356,-1,750000,08/29/2016,833 ,40.792341,-73.843056,2,1,900
112512685,610 Bay 25th St, Far Rockaway ,NY ,11691,-1,112008,10/31/2016,22 ,40.603088,-73.762932,-1,-1,4968
112512696,14809 Northern Blvd APT 1M, FLUSHING ,NY ,11354,-1,470000,08/02/2016,511 ,40.765656,-73.817864,-1,-1,919
112512799,3079 32nd St # 3, Long Island City ,NY ,11102,-1,505000,12/26/2017,928 ,40.764458,-73.921898,1,1,544
112512919,4028 College Point Blvd APT 1701, FLUSHING ,NY ,11354,-1,1.48M,05/09/2016,895 ,40.75829,-73.8343,3,3,1653
112512932,3138 137th St APT 8A, FLUSHING ,NY ,11354,-1,643000,03/06/2017,669 ,40.768459,-73.831387,2,2,960
112512970,6434 Grand Central Pkwy APT 3A, Flushing ,NY ,11375,-1,710000,07/09/2018,443 ,40.733083,-73.844798,3,2,1600
112513015,4026 College Point Blvd APT 17E, FLUSHING ,NY ,11354,-1,985000,09/04/2018,820 ,40.7589,-73.834,2,2,1200
112513032,13338 Sanford Ave # 13F, Flushing ,NY ,11355,-1,670009,03/01/2016,558 ,40.755994,-73.829298,2,2,1200
112513076,14116 84th Dr APT 5B, JAMAICA ,NY ,11435,-1,490000,05/11/2017,549 ,40.710044,-73.815768,-1,-1,892
112513097,4028 College Point Blvd APT 1115, FLUSHING ,NY ,11354,-1,812500,02/05/2018,906 ,40.757804,-73.834533,1,1,896
112513099,1124 31st Ave APT 7E, Long Island City ,NY ,11106,-1,990000,02/10/2017,761 ,40.768668,-73.934553,2,2,1300
112513157,2311 21st Ave APT 2C, Long Island City ,NY ,11105,-1,770000,12/01/2016,876 ,40.781505,-73.913029,2,2,878
112513181,1124 31st Ave APT 5A, Long Island City ,NY ,11106,-1,855000,01/26/2016,916 ,40.768051,-73.935127,2,1.5,933
112513195,13708 31st Rd APT 7B, FLUSHING ,NY ,11354,-1,600000,11/09/2017,535 ,40.769499,-73.831158,2,2,1121
112513210,2311 21st Ave APT 3G, Long Island City ,NY ,11105,-1,825000,08/01/2016,868 ,40.781505,-73.913029,2,2,950
112513416,4026 College Point Blvd APT 9D, Queens ,NY ,11354,-1,990000,08/28/2017,891 ,40.75829,-73.8343,2,2,1110
