zpid,street,city,state,zipcode,price,sold,soldTime,priceSqft,latitude,longitude,numBedrooms,numBathrooms,sqft
102671588,8301 Ridge Blvd APT 1H, Brooklyn ,NY ,11209,-1,523000,03/29/2016,523 ,40.625957,-74.032303,2,1,1000
102671634,570 Westminster Rd APT C17, Brooklyn ,NY ,11230,-1,370000,01/14/2019,528 ,40.634584,-73.966588,-1,1,700
102754482,444 Neptune Ave # 6A, Brooklyn ,NY ,11224,-1,260000,05/23/2016,354 ,40.579742,-73.970088,1,1,734
102754700,3111 Brighton 2nd St APT 4H, Brooklyn ,NY ,11235,-1,265000,09/05/2017,331 ,40.576028,-73.964659,1,1,800
102754827,855 E 7th St APT 3N, Brooklyn ,NY ,11230,-1,225000,12/20/2016,357 ,40.630206,-73.969803,1,1,630
102956140,1634 57th St, BROOKLYN ,NY ,11204,-1,875000,05/11/2017,92 ,40.625808,-73.989624,-1,-1,9437
102960622,2212 Brigham St APT 6H, Brooklyn ,NY ,11229,-1,160000,01/17/2018,190 ,40.597813,-73.935093,1,1,840
102961455,515 E 7th St APT 5S, Brooklyn ,NY ,11218,-1,440000,07/16/2018,550 ,40.639255,-73.971578,1,1,800
102988336,515 Avenue I APT 3E, Brooklyn ,NY ,11230,-1,262000,03/14/2016,262 ,40.626709,-73.971733,1,1,1000
103864061,193 Clinton Ave APT 6G, Brooklyn ,NY ,11205,-1,580000,09/08/2016,748 ,40.692319,-73.968464,1,1,775
103864063,205 Clinton Ave APT 9A, Brooklyn ,NY ,11205,-1,585493,10/18/2016,731 ,40.692044,-73.968409,1,1,800
103864096,165 Clinton Ave APT 5I, Brooklyn ,NY ,11205,-1,565000,06/01/2017,706 ,40.692943,-73.96827,1,1,800
103864107,325 Clinton Ave APT 3E, Brooklyn ,NY ,11205,-1,685000,12/05/2018,883 ,40.688278,-73.967297,2,1,775
103864121,355 Clinton Ave APT 5A, Brooklyn ,NY ,11238,-1,646588,08/15/2016,834 ,40.687489,-73.967501,1,1,775
103864127,1170 Ocean Pkwy APT 12G, Brooklyn ,NY ,11230,-1,310000,07/17/2017,364 ,40.620098,-73.970499,1,1,850
103865708,2211 Bragg St # 6B, Brooklyn ,NY ,11229,-1,160000,02/01/2017,168 ,40.598573,-73.935552,2,1,950
104461392,39 Madison St, BROOKLYN ,NY ,11238,-1,625000,05/03/2016,101 ,40.684116,-73.957527,2,1,6182
104461393,37 Madison St # A, BROOKLYN ,NY ,11238,-1,890000,05/24/2016,143 ,40.684104,-73.957641,-1,4,6182
104465159,24 8th Ave APT 4B, Brooklyn ,NY ,11217,-1,575000,03/05/2018,1045 ,40.675029,-73.972256,1,1,550
108244181,525 Ocean Pkwy APT 6B, Brooklyn ,NY ,11218,-1,760000,06/27/2018,620 ,40.635647,-73.972004,3,2,1225
108244550,55 Eastern Pkwy APT 5H, Brooklyn ,NY ,11238,-1,679000,09/26/2017,930 ,40.673163,-73.966693,1,1,730
108244555,2260 Benson Ave APT 6L, Brooklyn ,NY ,11214,-1,439000,10/03/2018,462 ,40.599085,-73.99398,2,1,950
108256548,1818 Newkirk Ave # 5R, Brooklyn ,NY ,11226,-1,658000,07/11/2017,626 ,40.636808,-73.960325,2,1,1050
108257089,9707 4th Ave APT 5W, Brooklyn ,NY ,11209,-1,435000,09/12/2017,435 ,40.614314,-74.031744,1,1,1000
108264016,376 Bergen St APT 2R, Brooklyn ,NY ,11217,-1,679000,11/30/2018,1028 ,40.682077,-73.979162,2,1,660
108862169,460 Ovington Ave APT 3F, Brooklyn ,NY ,11209,-1,235000,12/21/2016,335 ,40.632637,-74.022338,1,1,700
108862514,230 Park Pl APT 5L, Brooklyn ,NY ,11238,-1,950000,07/20/2017,952 ,40.67671,-73.970185,2,1,997
108862520,3235 Emmons Ave APT 205, Brooklyn ,NY ,11235,-1,400000,12/20/2018,333 ,40.584414,-73.931792,2,2,1200
108866729,2928 W 5th St APT 8O, Brooklyn ,NY ,11224,-1,280000,09/06/2016,373 ,40.57835,-73.973388,1,1,750
108872019,7401 Shore Rd APT 1H, Brooklyn ,NY ,11209,-1,409000,09/22/2017,454 ,40.63393,-74.036324,1,1,900
109174657,2901 Avenue I APT 6G, Brooklyn ,NY ,11210,-1,230000,03/07/2017,328 ,40.629322,-73.948059,2,1,700
109174670,8105 4th Ave APT 1K, Brooklyn ,NY ,11209,-1,290000,03/07/2018,362 ,40.625884,-74.026717,1,1,800
110280676,111 Hicks St APT 15F, Brooklyn ,NY ,11201,-1,750000,03/30/2017,1000 ,40.698165,-73.994278,1,1,750
110280919,385 E 18th St APT 3B, Brooklyn ,NY ,11226,-1,647000,03/23/2017,638 ,40.641881,-73.961353,2,1,1013
110284252,125 Ocean Ave APT 6E, Brooklyn ,NY ,11225,-1,363000,12/20/2016,660 ,40.659944,-73.962292,-1,1,550
110540386,9967 Shore Rd APT 7B, Brooklyn ,NY ,11209,-1,560000,03/21/2018,533 ,40.612406,-74.035515,2,1.5,1050
111022829,81 Ocean Pkwy APT 4D, Brooklyn ,NY ,11218,-1,667660,07/23/2018,691 ,40.648765,-73.974401,2,1,965
111022830,81 Ocean Pkwy APT 5D, Brooklyn ,NY ,11218,-1,645000,04/11/2017,586 ,40.648765,-73.974401,2,1,1100
111024565,345 Clinton Ave APT 4F, Brooklyn ,NY ,11238,-1,860000,09/29/2016,882 ,40.687308,-73.967106,2,1,975
111024628,20 93rd St APT 1A, Brooklyn ,NY ,11209,-1,327000,06/07/2017,408 ,40.618541,-74.038734,1,1,800
111025858,7401 Shore Rd APT 5G, Brooklyn ,NY ,11209,-1,480000,06/06/2017,489 ,40.63393,-74.036324,1,1,980
111033446,8814 Bay Pkwy APT 2K, Brooklyn ,NY ,11214,-1,205000,06/08/2018,273 ,40.597738,-73.998631,1,1,750
111035340,85 Livingston St # 18K, Brooklyn ,NY ,11201,-1,660000,03/01/2016,868 ,40.691569,-73.990822,1,1,760
111038598,9425 Shore Rd APT 3B, Brooklyn ,NY ,11209,-1,530000,12/09/2016,575 ,40.617086,-74.038262,2,1,921
111374613,855 E 7th St APT 6S, Brooklyn ,NY ,11230,-1,380000,12/20/2016,380 ,40.630191,-73.96981,2,2,1000
111375263,361 Clinton Ave APT 5A, Brooklyn ,NY ,11238,-1,650000,09/10/2018,812 ,40.687375,-73.967478,1,1,800
111376655,9031 Fort Hamilton Pkwy APT 2K, Brooklyn ,NY ,11209,-1,208000,02/08/2016,277 ,40.617315,-74.02677,1,1,750
111377296,1509 Bergen St APT 402, Brooklyn ,NY ,11213,-1,350000,08/30/2016,291 ,40.675262,-73.933946,2,2,1200
111377324,9425 Shore Rd APT 6C, Brooklyn ,NY ,11209,-1,652500,05/30/2018,543 ,40.61705,-74.038246,2,2,1200
111377698,2241 Plumb 1st St APT 5K, Brooklyn ,NY ,11229,-1,129000,03/10/2016,161 ,40.598835,-73.932458,1,1,800
111443047,194 Herkimer St, BROOKLYN ,NY ,11216,-1,4.74M,09/15/2016,2962 ,40.679324,-73.947081,3,2,1600
111444338,599 E 7th St APT 4P, Brooklyn ,NY ,11218,-1,419000,01/29/2018,492 ,40.63718,-73.971199,1,1,850
111711333,201 Saint Johns Pl # 4, Brooklyn ,NY ,11217,-1,910000,01/29/2016,1011 ,40.676227,-73.972927,2,1,900
111711335,2913 Foster Ave # 5I, Brooklyn ,NY ,11210,-1,155000,05/17/2017,267 ,40.638842,-73.948607,1,1,580
111711861,2209 Knapp St APT 2E, Brooklyn ,NY ,11229,-1,215000,08/07/2018,226 ,40.599388,-73.93375,2,1,950
111746679,825 Ocean Pkwy APT 6A, Brooklyn ,NY ,11230,-1,230000,05/16/2016,306 ,40.628433,-73.970413,1,1,750
111748723,590 Henry St APT 4, Brooklyn ,NY ,11231,-1,999000,06/19/2018,1175 ,40.680959,-74.001195,2,1,850
111749579,916 Union St APT 5A, Brooklyn ,NY ,11215,-1,780000,11/03/2017,1040 ,40.672571,-73.971269,1,1,750
111910606,2220 Burnett St APT 1J, Brooklyn ,NY ,11229,-1,150000,06/21/2016,200 ,40.601542,-73.932881,1,1,750
112077034,310 101st St APT 43D, Brooklyn ,NY ,11209,-1,340000,12/08/2017,566 ,40.612847,-74.035538,1,1,600
112077626,560 Carroll St APT 2C, BROOKLYN ,NY ,11215,-1,785000,07/17/2018,1022 ,40.675931,-73.983583,1,1,768
112077627,560 Carroll St APT 3A, BROOKLYN ,NY ,11215,-1,775000,09/22/2017,1001 ,40.675931,-73.983583,1,1,774
112077642,560 Carroll St APT 9A, BROOKLYN ,NY ,11215,-1,460000,02/24/2016,805 ,40.675931,-73.983583,-1,-1,571
112077663,20 Jackson Pl APT 3, BROOKLYN ,NY ,11215,-1,875500,01/31/2017,1079 ,40.662683,-73.986415,2,1,811
112077721,315 Greene Ave APT 4A, BROOKLYN ,NY ,11238,-1,995000,03/24/2017,748 ,40.687669,-73.958723,2,1,1329
112077741,545 Washington Ave APT 202, BROOKLYN ,NY ,11238,-1,295000,12/21/2016,221 ,40.681817,-73.964376,-1,-1,1333
112078043,606 Metropolitan Ave APT 5A, BROOKLYN ,NY ,11211,-1,710000,10/06/2016,1044 ,40.713873,-73.948727,1,1,680
112078052,1 Powers St APT 206, BROOKLYN ,NY ,11211,-1,800000,10/02/2018,1149 ,40.711925,-73.950859,1,1,696
112078063,1 Powers St APT 404, BROOKLYN ,NY ,11211,-1,999000,09/08/2016,1111 ,40.711731,-73.951057,2,2,899
112078064,1 Powers St APT 405, BROOKLYN ,NY ,11211,-1,730000,09/26/2016,1204 ,40.711925,-73.950859,1,1,606
112078069,1 Powers St APT 503, BROOKLYN ,NY ,11211,-1,940000,10/09/2018,1205 ,40.711925,-73.950859,-1,-1,780
112078087,1 Powers St # P13, BROOKLYN ,NY ,11211,-1,940000,10/09/2018,6143 ,40.711925,-73.950859,-1,-1,153
112078102,291 Devoe St APT 1B, BROOKLYN ,NY ,11211,-1,985000,10/03/2016,723 ,40.714047,-73.937751,2,2,1361
112078105,291 Devoe St APT 3B, BROOKLYN ,NY ,11211,-1,681000,09/06/2018,1008 ,40.714047,-73.937751,-1,-1,675
112078130,640 Ditmas Ave APT 12, BROOKLYN ,NY ,11218,-1,380000,03/07/2018,562 ,40.636009,-73.971618,1,1,675
112078192,9511 Shore Rd APT 401, BROOKLYN ,NY ,11209,-1,825000,12/26/2017,825 ,40.616343,-74.037788,2,2,1000
112078196,9511 Shore Rd APT 412, BROOKLYN ,NY ,11209,-1,338000,08/09/2017,482 ,40.616306,-74.037773,-1,1,700
112078223,9511 Shore Rd # P36, BROOKLYN ,NY ,11209,-1,825000,12/26/2017,5322 ,40.616343,-74.037788,-1,-1,155
112078231,390 Kings Hwy APT 2C, BROOKLYN ,NY ,11223,-1,300000,04/18/2017,314 ,40.604331,-73.975715,2,2,953
112078258,148 Bay 49th St APT 3B, BROOKLYN ,NY ,11214,-1,615000,06/28/2016,592 ,40.586784,-73.987167,3,2,1038
112078260,148 Bay 49th St # P2, BROOKLYN ,NY ,11214,-1,615000,06/28/2016,4270 ,40.58679,-73.987047,-1,-1,144
112078476,2721 Kings Hwy APT 6L, Brooklyn ,NY ,11229,-1,188000,11/14/2018,308 ,40.614554,-73.947218,1,1,610
112079324,154 Eldert Ln, BROOKLYN ,NY ,11208,-1,832928,03/17/2017,371 ,40.6874,-73.867477,5,4,2245
112079515,86 Congress St, Brooklyn ,NY ,11201,-1,705000,02/10/2016,4607 ,40.68916,-73.9995,-1,-1,153
112079518,100 Congress St APT 101, BROOKLYN ,NY ,11201,-1,705000,02/10/2016,1241 ,40.689273,-73.999369,1,1,568
112079546,414 Hicks St # B404, BROOKLYN ,NY ,11201,-1,698000,01/14/2019,832 ,40.688676,-73.999584,-1,-1,838
112079555,414 Hicks St # C305, BROOKLYN ,NY ,11201,-1,910000,12/21/2016,1085 ,40.688676,-73.999584,-1,-1,838
112079561,414 Hicks St # C604, BROOKLYN ,NY ,11201,-1,787500,06/28/2016,1061 ,40.688676,-73.999584,-1,-1,742
112079581,404 Bond St # 4045, BROOKLYN ,NY ,11231,-1,785000,12/01/2017,1124 ,40.677171,-73.991887,1,1,698
112079599,527 Court St APT 3D, BROOKLYN ,NY ,11231,-1,719000,03/23/2017,1198 ,40.674784,-73.999349,1,1,600
112079632,272 19th St APT 6, BROOKLYN ,NY ,11215,-1,680000,04/25/2018,828 ,40.661618,-73.991123,1,1,821
112079717,175 12th St APT 1B, BROOKLYN ,NY ,11215,-1,975000,03/23/2017,709 ,40.669468,-73.991793,1,2,1374
112079724,20 Jackson Pl # P2, BROOKLYN ,NY ,11215,-1,500000,02/16/2017,3311 ,40.662683,-73.986415,-1,-1,151
112079748,499 Dean St APT 4A, BROOKLYN ,NY ,11217,-1,849000,10/31/2018,1306 ,40.681606,-73.973538,1,2,650
112079756,892 Bergen St APT 3C, BROOKLYN ,NY ,11238,-1,905000,11/18/2016,822 ,40.67683,-73.956535,2,2,1100
112079761,892 Bergen St APT 6B, BROOKLYN ,NY ,11238,-1,730000,06/23/2016,978 ,40.67683,-73.956535,1,1,746
112079763,892 Bergen St APT 7B, BROOKLYN ,NY ,11238,-1,725000,05/03/2016,971 ,40.67683,-73.956535,1,1,746
112079765,892 Bergen St APT 8B, BROOKLYN ,NY ,11238,-1,742000,07/28/2016,994 ,40.67683,-73.956535,1,1,746
112079766,892 Bergen St APT 8D, BROOKLYN ,NY ,11238,-1,999999,10/21/2016,989 ,40.67683,-73.956535,2,2,1011
112079769,892 Bergen St # PK-1, BROOKLYN ,NY ,11238,-1,999999,10/21/2016,6535 ,40.67683,-73.956535,-1,-1,153
112079772,892 Bergen St # PK-4, BROOKLYN ,NY ,11238,-1,755000,08/18/2017,4934 ,40.67683,-73.956535,-1,-1,153
112079774,892 Bergen St # PK-6, BROOKLYN ,NY ,11238,-1,730000,06/23/2016,4771 ,40.67683,-73.956535,-1,-1,153
112079778,892 Bergen St # PK-11, BROOKLYN ,NY ,11238,-1,725000,05/03/2016,4738 ,40.67683,-73.956535,-1,-1,153
112079783,892 Bergen St # PK-18, BROOKLYN ,NY ,11238,-1,742000,07/28/2016,4849 ,40.67683,-73.956535,-1,-1,153
112079794,238 Saint Marks Ave APT 4A, BROOKLYN ,NY ,11238,-1,745000,07/16/2018,1076 ,40.678355,-73.968326,1,1,692
112079796,238 Saint Marks Ave APT 4C, BROOKLYN ,NY ,11238,-1,765000,07/23/2018,1220 ,40.678355,-73.968326,1,1,627
112079800,238 Saint Marks Ave APT 5C, BROOKLYN ,NY ,11238,-1,775000,12/27/2016,1128 ,40.678355,-73.968326,1,1,687
112079811,823 Classon Ave APT 3D, BROOKLYN ,NY ,11238,-1,590000,07/18/2016,590000 ,40.672466,-73.960609,1,1,1
112079815,1141 Dean St APT 2, BROOKLYN ,NY ,11216,-1,684000,08/10/2017,984 ,40.677103,-73.951479,1,1,695
112079817,943 Saint Marks Ave APT 1C, BROOKLYN ,NY ,11213,-1,655000,07/18/2017,698 ,40.674828,-73.940578,2,1,938
112079832,337 Lincoln Rd APT 3R, BROOKLYN ,NY ,11225,-1,745000,10/23/2018,709 ,40.661656,-73.95153,3,2,1050
112079847,557 Lafayette Ave APT 1A, Brooklyn ,NY ,11205,-1,845000,03/02/2016,655 ,40.689983,-73.952384,1,1.5,1290
112079875,65 Clifton Pl APT 2A, BROOKLYN ,NY ,11238,-1,685000,06/03/2016,907 ,40.688179,-73.961633,1,1,755
112079888,317 Greene Ave APT 2A, BROOKLYN ,NY ,11238,-1,845000,03/30/2018,982 ,40.68768,-73.958632,1,1,860
112079906,545 Washington Ave APT 407, BROOKLYN ,NY ,11238,-1,729000,04/06/2017,904 ,40.681817,-73.964376,1,1,806
112079919,545 Washington Ave APT 704, Brooklyn ,NY ,11238,-1,630000,02/22/2017,621 ,40.681817,-73.964376,-1,-1,1014
112079926,190 Lefferts Pl APT 2, BROOKLYN ,NY ,11238,-1,575000,09/25/2018,909 ,40.680357,-73.956938,1,1,632
112079928,190 Lefferts Pl APT 5, BROOKLYN ,NY ,11238,-1,665000,03/15/2018,955 ,40.680357,-73.956938,1,1,696
112079929,176 Lefferts Pl APT 4, BROOKLYN ,NY ,11238,-1,630000,09/20/2018,1011 ,40.680443,-73.957355,1,1,623
112079930,80 Adelphi St APT 3A, BROOKLYN ,NY ,11205,-1,574000,01/27/2016,1007 ,40.695343,-73.972599,1,1,570
112080449,351 S 3rd St APT 3A, BROOKLYN ,NY ,11211,-1,825000,09/09/2016,959 ,40.709476,-73.953465,1,1,860
112080562,181 Withers St APT 4A, BROOKLYN ,NY ,11211,-1,905000,10/03/2016,1118 ,40.71755,-73.944424,2,2,809
112080657,651 Coney Island Ave # 3A, BROOKLYN ,NY ,11218,-1,830000,03/13/2017,783 ,40.641533,-73.969108,-1,-1,1059
112080658,651 Coney Island Ave # 3D, BROOKLYN ,NY ,11218,-1,543000,02/17/2016,681 ,40.641533,-73.969108,-1,-1,797
112080663,651 Coney Island Ave # PK-10, BROOKLYN ,NY ,11218,-1,830000,03/13/2017,5424 ,40.641533,-73.969108,-1,-1,153
112080678,1154 45th St APT 4, BROOKLYN ,NY ,11219,-1,975000,06/21/2017,673 ,40.638982,-73.993089,-1,-1,1447
112080687,947 55th St APT 3A, BROOKLYN ,NY ,11219,-1,270000,01/05/2018,549 ,40.636424,-74.003028,-1,-1,491
112080737,1851 81st St # P, BROOKLYN ,NY ,11214,-1,575500,09/09/2016,3761 ,40.60947,-73.998352,-1,-1,153
112080741,1851 81st St APT 2A, BROOKLYN ,NY ,11214,-1,540000,07/03/2018,716 ,40.60947,-73.998352,2,2,754
112080757,1379 W 6th St APT 3B, BROOKLYN ,NY ,11204,-1,590000,07/13/2017,621 ,40.612334,-73.980313,2,2,950
112080762,1379 W 6th St APT 5A, BROOKLYN ,NY ,11204,-1,775000,09/20/2017,628 ,40.612334,-73.980313,3,2,1233
112080769,1379 W 6th St # P5, BROOKLYN ,NY ,11204,-1,775000,09/20/2017,4189 ,40.612334,-73.980313,-1,-1,185
112080773,1559 W 6th St # P, BROOKLYN ,NY ,11204,-1,700000,08/16/2017,4575 ,40.609146,-73.979708,-1,-1,153
112080796,1559 W 6th St APT 5C, BROOKLYN ,NY ,11204,-1,700000,08/16/2017,630 ,40.609249,-73.979576,2,2,1110
112080822,1543 W 1st St APT D5, BROOKLYN ,NY ,11204,-1,400000,04/20/2017,477 ,40.608936,-73.974754,1,1,837
112080832,1543 W 1st St APT E6, BROOKLYN ,NY ,11204,-1,303000,02/02/2016,356 ,40.608936,-73.974754,1,1,850
112080844,390 Kings Hwy APT 4, Brooklyn ,NY ,11223,-1,685000,03/10/2016,1017 ,40.604332,-73.975716,2,2,673
112080859,1689 E 21st St APT 5C, BROOKLYN ,NY ,11210,-1,528000,04/19/2018,624 ,40.611685,-73.952505,2,1,846
112080868,149 28th Ave # 3A, BROOKLYN ,NY ,11214,-1,458000,07/25/2016,513 ,40.587295,-73.987091,2,1,892
112080931,8413 Avenue K APT 3A, BROOKLYN ,NY ,11236,-1,360000,11/22/2017,419 ,40.634615,-73.906416,2,2,858
112080937,8413 Avenue K # PS1, BROOKLYN ,NY ,11236,-1,358000,03/16/2017,2486 ,40.634615,-73.906416,-1,-1,144
112080941,8413 Avenue K # PS8, BROOKLYN ,NY ,11236,-1,360000,11/22/2017,2500 ,40.634615,-73.906416,-1,-1,144
112080947,3047 Brighton 6th St APT 2A, Brooklyn ,NY ,11235,-1,670500,12/08/2017,567 ,40.578526,-73.96151,2,2,1181
112083663,1156 45th St APT 4, BROOKLYN ,NY ,11219,-1,848000,05/22/2017,586 ,40.63894,-73.993018,-1,-1,1447
112084874,364 Lafayette Ave, Brooklyn ,NY ,11238,-1,570000,02/23/2017,504 ,40.688724,-73.960886,3,2,1130
112085613,185 13th St APT 1B, Brooklyn ,NY ,11215,-1,999000,03/25/2016,848 ,40.66847,-73.991484,2,1.5,1177
112189699,111 3rd St # 1114, BROOKLYN ,NY ,11231,-1,513000,01/30/2017,1176 ,40.677205,-73.992057,-1,-1,436
112189703,31 Covert St # 1, BROOKLYN ,NY ,11207,-1,845000,08/04/2017,677 ,40.685848,-73.913108,-1,-1,1248
112189704,640 Ditmas Ave APT 19, BROOKLYN ,NY ,11218,-1,365000,11/06/2017,446 ,40.636005,-73.971611,2,2,818
112331911,72 Orange St APT 2C, Brooklyn ,NY ,11201,-1,985000,07/19/2018,1036 ,40.698664,-73.992879,2,1,950
112333174,28 Bay 50th St # 3A, BROOKLYN ,NY ,11214,-1,499000,03/25/2016,447 ,40.588088,-73.984517,3,1,1115
112333175,3047 Brighton 6th St APT 7A, BROOKLYN ,NY ,11235,-1,590000,10/19/2016,499 ,40.578443,-73.961496,2,2,1181
112336374,179 Ocean Pkwy APT 3F, Brooklyn ,NY ,11218,-1,405000,04/05/2017,586 ,40.6459,-73.973933,1,1,690
112497702,275 Washington Ave APT 3, BROOKLYN ,NY ,11205,-1,1.82M,10/02/2018,1216 ,40.690703,-73.966028,3,2,1500
112497838,1992 Ocean Pkwy, Brooklyn ,NY ,11223,-1,7.5M,02/02/2018,2725 ,40.600306,-73.966406,-1,-1,2752
112497957,1317 53rd St APT 3R, BROOKLYN ,NY ,11219,-1,750000,12/29/2016,595 ,40.632696,-73.993255,3,2,1260
112498163,174 Clermont Ave APT 1B, Brooklyn ,NY ,11205,-1,1.55M,08/15/2017,1121 ,40.692516,-73.971015,2,2,1382
112498229,1445 36th St # 2, BROOKLYN ,NY ,11218,-1,900000,09/07/2017,565 ,40.640407,-73.980933,-1,-1,1592
112498343,1613 W 9th St, BROOKLYN ,NY ,11223,-1,599000,08/16/2017,54 ,40.607332,-73.982179,-1,-1,11008
112498365,715 Prospect Pl # 3A, Brooklyn ,NY ,11216,-1,695000,06/20/2017,1031 ,40.674675,-73.95251,1,1,674
112498435,National Dr, BROOKLYN ,NY ,11234,-1,10.0M,08/23/2018,7974 ,40.604297,-73.908405,-1,-1,1254
112498497,255 Grafton St, BROOKLYN ,NY ,11212,-1,615000,05/12/2016,320 ,40.661972,-73.917239,-1,-1,1920
112498502,560 Carroll St APT 5C, BROOKLYN ,NY ,11215,-1,797000,04/14/2016,1020 ,40.675931,-73.983583,1,1,781
112498569,412 8th Ave APT A4, BROOKLYN ,NY ,11215,-1,899000,10/15/2018,1107 ,40.668784,-73.9769,2,1,812
112498736,968 Dumont Ave, BROOKLYN ,NY ,11208,-1,250000,11/23/2018,138 ,40.668851,-73.876067,-1,-1,1800
112498748,1445 36th St # 1, BROOKLYN ,NY ,11218,-1,999999,10/31/2018,434 ,40.640407,-73.980933,3,3,2304
112498961,9511 Shore Rd APT 508, BROOKLYN ,NY ,11209,-1,677136,09/04/2018,693 ,40.616343,-74.037788,2,1,977
112499078,943 60th St, BROOKLYN ,NY ,11219,-1,354900,06/15/2018,30 ,40.633664,-74.006013,-1,-1,11750
112499172,270 Greene Ave APT 2A, BROOKLYN ,NY ,11238,-1,850000,05/11/2016,858 ,40.687191,-73.960174,2,2,990
112499292,24 3rd St APT 2L, BROOKLYN ,NY ,11231,-1,875000,07/18/2017,1011 ,40.678361,-73.995127,2,1.5,865
112499371,1329 E 65th St, BROOKLYN ,NY ,11234,-1,70000,05/02/2018,31 ,40.62136,-73.916037,6,6,2226
112499375,4622 Fort Hamilton Pkwy, Brooklyn ,NY ,11219,-1,500000,12/10/2018,145 ,40.639583,-73.996354,-1,-1,3440
112499649,1543 W 1st St APT C6, BROOKLYN ,NY ,11204,-1,334620,03/21/2018,426 ,40.609498,-73.974972,-1,-1,784
112499731,111 3rd St # 1115, BROOKLYN ,NY ,11231,-1,972500,09/02/2016,978 ,40.677205,-73.992057,1,2,994
112499989,9511 Shore Rd, Brooklyn ,NY ,11209,-1,734000,12/26/2018,806 ,40.616343,-74.037788,2,1,910
112500021,9511 Shore Rd APT 410, BROOKLYN ,NY ,11209,-1,459000,11/23/2018,606 ,40.616343,-74.037788,1,1,757
112500024,361 E 26th St, BROOKLYN ,NY ,11226,-1,1.06M,08/18/2017,324 ,40.64149,-73.952163,6,3,3282
112500073,9511 Shore Rd APT 101, BROOKLYN ,NY ,11209,-1,775000,06/22/2018,691 ,40.616343,-74.037788,2,1,1120
112500110,82 Adelphi St APT 3D, BROOKLYN ,NY ,11205,-1,625000,01/31/2018,1096 ,40.695189,-73.972441,1,1,570
112500151,553 Dahill Rd # 3, BROOKLYN ,NY ,11218,-1,775000,09/28/2016,1005 ,40.634134,-73.978526,-1,-1,771
112500225,2858 Brighton 3rd St, BROOKLYN ,NY ,11235,-1,645000,05/19/2016,358 ,40.581607,-73.965989,-1,-1,1800
112501187,337 Herkimer St, Brooklyn ,NY ,11216,-1,490000,01/26/2017,490 ,40.679439,-73.942138,2,1,1000
112501207,181 Bay 52nd St, Brooklyn ,NY ,11214,-1,900000,01/30/2018,1500 ,40.583334,-73.988204,-1,-1,600
112501370,499 Dean St APT 4B, BROOKLYN ,NY ,11217,-1,537500,06/24/2016,545 ,40.681549,-73.973738,-1,-1,985
112501542,412 Evergreen Ave, BROOKLYN ,NY ,11221,-1,4.5M,02/02/2016,2777 ,40.693145,-73.92238,-1,-1,1620
112501600,892 Bergen St APT 6A, BROOKLYN ,NY ,11238,-1,999000,01/16/2019,1022 ,40.67683,-73.956535,2,2,977
112501799,715 Prospect Pl # 1B, Brooklyn ,NY ,11216,-1,999999,10/12/2017,743 ,40.674675,-73.95251,2,2,1345
112501854,129 W End Ave APT 5B, BROOKLYN ,NY ,11235,-1,975000,07/03/2017,630 ,40.578521,-73.953141,3,2,1546
112501882,240 Frost St APT 3R, BROOKLYN ,NY ,11211,-1,650000,03/08/2017,1030 ,40.718184,-73.941413,1,1,631
112501908,640 Ditmas Ave APT 7, BROOKLYN ,NY ,11218,-1,201410,02/16/2016,241 ,40.636009,-73.971618,1,1,835
112501970,1244 47th St APT 4, BROOKLYN ,NY ,11219,-1,535000,10/18/2017,342 ,40.636578,-73.992126,-1,-1,1563
112502024,412 8th Ave APT C2, BROOKLYN ,NY ,11215,-1,926607,11/17/2016,1177 ,40.668548,-73.97731,2,1,787
112502192,238 Saint Marks Ave, BROOKLYN ,NY ,11238,-1,902000,07/10/2016,1002 ,40.678174,-73.96814,2,2,900
112502246,530 Lafayette Ave, BROOKLYN ,NY ,11205,-1,2.17M,06/16/2016,402 ,40.689372,-73.953728,2,1,5377
112502697,1851 81st St APT 2B, BROOKLYN ,NY ,11214,-1,575500,09/09/2016,640 ,40.60947,-73.998352,-1,-1,898
112502919,1008 Decatur St, BROOKLYN ,NY ,11207,-1,510000,05/15/2017,92 ,40.684848,-73.911079,1,1.5,5500
112502990,1216 47th St # 3, BROOKLYN ,NY ,11219,-1,670000,06/28/2017,450 ,40.637046,-73.992901,-1,-1,1488
112503031,1727 Stillwell Ave # A, BROOKLYN ,NY ,11223,-1,635000,05/03/2017,430 ,40.604316,-73.986502,2,2.5,1476
112503149,Forbell St, Brooklyn ,NY ,11208,-1,15000,06/09/2017,11 ,40.671808,-73.862139,4,4,1262
112503271,1721 61st St # B1, BROOKLYN ,NY ,11204,-1,800000,08/15/2016,369 ,40.622631,-73.989529,-1,-1,2164
112503329,175 12th St APT 4A, BROOKLYN ,NY ,11215,-1,880000,06/23/2016,1035 ,40.669544,-73.991753,2,1,850
112503446,727 Prospect Pl # 3B, BROOKLYN ,NY ,11216,-1,677000,01/18/2018,883 ,40.674571,-73.952357,1,1,766
112503468,740 Evergreen Ave, BROOKLYN ,NY ,11207,-1,1.38M,05/31/2016,459 ,40.686503,-73.909287,3,1,3000
112503474,9511 Shore Rd APT 207, BROOKLYN ,NY ,11209,-1,666953,05/16/2018,686 ,40.616343,-74.037788,2,1,971
